arquivo,linha_baseline,termos,classificacao,tratamento,trecho_original
docs/evidencias/verificacao_empirica_incremento_02.json,151,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_02.json,159,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,5,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/verificacao_empirica_incremento_03.json,53,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,71,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,92,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,162,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,170,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_03.json,178,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,6,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/verificacao_empirica_incremento_04.json,40,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,54,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,71,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,140,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,146,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_04.json,392,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260908T003846750404Z_43a2dae0_phase5_compute_metrics/piloto.md"": ""61f7a0afced96af3eaa746793184342d9b99db21c6d958de0f9385931a123dc1"","
docs/evidencias/verificacao_empirica_incremento_04.json,412,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260909T144621249616Z_af5a0048_phase5_compute_metrics/piloto.md"": ""fd78d2fc52463b9f949c679cc4f21f02e679c5ce0242476630c2feedc95eb89e"","
docs/evidencias/verificacao_empirica_incremento_04.json,432,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260908T004255518258Z_43a2dae0_phase5_compute_metrics/piloto.md"": ""d4736f69b97ebd1240c7f91437f38a38ed8b83ac5e818c62b9baac1f593306bd"","
docs/evidencias/verificacao_incremento_01.json,7,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
scripts/01_search_candidates.py,208,aguarda,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""rate_limit_wait"": ""Cota de busca reservada; aguardando renovação"","
scripts/02_screen_sample.py,276,aguarda,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""Cota core reservada; aguardando renovação coordenada"","
scripts/02_screen_sample.py,766,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","pending_candidates=len(candidates) - len(existing_rows),"
scripts/03_clone_repos.py,3,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import run_stage
scripts/04_mine_commits.py,3,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import run_stage
scripts/05_compute_metrics.py,3,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import run_stage
scripts/collect_pr_map.py,19,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import write_json
src/mlops_traceability/metrics_gqm.py,1,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""""""Contracted pilot metrics; unavailable evidence never becomes a numeric zero."""""""
src/mlops_traceability/metrics_gqm.py,61,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""validation_status"": ""pending_human_validation"","
src/mlops_traceability/pilot.py,1,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""""""Reusable stage plumbing, frozen inputs and immutable pilot provenance."""""""
src/mlops_traceability/pilot.py,170,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""""""Preserve exact work-in-progress code used by a development pilot."""""""
src/mlops_traceability/pilot.py,188,Piloto,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""--allow-dirty"", action=""store_true"", help=""Piloto preliminar com snapshot do código."""
src/mlops_traceability/pilot.py,213,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""Scientific run requires clean worktree; use --allow-dirty for preliminary pilot."""
src/mlops_traceability/pilot.py,222,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","if len(selected) != 1 or sample[""status""] not in {""pilot"", ""final""}:"
src/mlops_traceability/pilot.py,223,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","raise ValueError(""Repository not authorized for pilot/final selection"")"
src/mlops_traceability/pilot.py,319,piloto,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","artifacts[""report""] = directory / ""piloto.md"""
src/mlops_traceability/pilot.py,321,Piloto,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","f""# Piloto {args.repository}"","
src/mlops_traceability/pilot.py,325,pendente,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""Resultados preliminares; validação humana da taxonomia pendente."","
src/mlops_traceability/pilot.py,352,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","raise ValueError(f""Unsupported pilot stage: {stage}"")"
src/mlops_traceability/pilot.py,385,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""sample_status"": ""pilot"","
src/mlops_traceability/pilot.py,386,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""measurement_validation_status"": ""pending"","
src/mlops_traceability/pilot.py,387,academic_alignment_status; pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""academic_alignment_status"": ""pending"","
src/mlops_traceability/pr_mapping.py,36,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""reviewer"": ""Automated GitHub GraphQL collection; human review pending"","
src/mlops_traceability/sample_screen.py,1001,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",pending = [
src/mlops_traceability/sample_screen.py,1024,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",for candidate in pending:
src/mlops_traceability/sample_screen.py,1033,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","futures = {executor.submit(process, candidate): candidate for candidate in pending}"
src/mlops_traceability/study.py,22,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from mlops_traceability.pilot import audit_collection, snapshot_source, write_csv, write_json"
src/mlops_traceability/study.py,116,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""preparation_by"": ""Automated technical preparation; human review pending"","
src/mlops_traceability/study.py,137,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""status"": ""pending"","
src/mlops_traceability/study.py,344,pendentes,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""Revisão humana e integração interpretativa pendentes.\n"""
src/mlops_traceability/study.py,479,pendentes,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""## Limitações e perguntas pendentes"","
src/mlops_traceability/study.py,495,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",pending = list(sources)
src/mlops_traceability/study.py,497,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",while pending:
src/mlops_traceability/study.py,498,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",source = pending.pop()
src/mlops_traceability/study.py,507,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","pending.extend(execution[""sources""])"
src/mlops_traceability/study.py,544,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/study.py,545,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""pending_criteria"": [""G14"", ""G15""],"
src/mlops_traceability/study.py,695,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","(sample_ok, ""case_selection_pending_or_ineligible""),"
src/mlops_traceability/study.py,697,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","(academic_ok, ""academic_alignment_pending""),"
src/mlops_traceability/study.py,699,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","(coding_ok and qualitative_valid, ""qualitative_review_or_selection_pending""),"
src/mlops_traceability/study.py,706,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/study.py,709,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""sample_status"": ""accepted"" if sample_ok else ""pending"","
src/mlops_traceability/study.py,710,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""measurement_validation_status"": ""accepted"" if receipt_ok and metrics_valid else ""pending"","
src/mlops_traceability/study.py,711,academic_alignment_status; pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""academic_alignment_status"": ""accepted"" if academic_ok else ""pending"","
src/mlops_traceability/study.py,712,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""qualitative_status"": ""accepted"" if coding_ok and qualitative_valid else ""pending"","
src/mlops_traceability/study.py,930,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","accepted = result[""scientific_result_accepted""]"
src/mlops_traceability/study.py,939,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","else ""pending"","
src/mlops_traceability/study.py,940,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": accepted,"
src/mlops_traceability/study.py,944,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","list(metrics[0]) + [""validation_receipt_run_id"", ""scientific_result_accepted""]"
src/mlops_traceability/study.py,946,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","else [""metric_id"", ""validation_status"", ""scientific_result_accepted""],"
src/mlops_traceability/study.py,971,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/study.py,973,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""sample_status"": ""pending"","
src/mlops_traceability/study.py,974,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""measurement_validation_status"": ""pending"","
src/mlops_traceability/study.py,975,academic_alignment_status; pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""academic_alignment_status"": ""pending"","
src/mlops_traceability/study.py,987,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": accepted if stage == ""phase9_finalize_study"" else False,"
src/mlops_traceability/verification/finalization.py,121,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","if receipt[""scientific_result_accepted""] is not False:"
src/mlops_traceability/verification/finalization.py,152,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/verification/provenance.py,58,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","if mode == ""draft_pending_confirmation"":"
src/mlops_traceability/verification/release.py,160,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","if result.get(""review_mode"") == ""draft_pending_confirmation"":"
src/mlops_traceability/verification/release.py,225,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","scientific_result_accepted=False,"
src/mlops_traceability/verification/release.py,461,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","scientific_result_accepted=not errors,"
src/mlops_traceability/verification/reviews.py,296,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/verification/runner.py,21,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import audit_collection
src/mlops_traceability/verification/runner.py,142,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
src/mlops_traceability/verification/runner.py,165,Pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","method=""Pending implementation or evidence"","
src/mlops_traceability/verification/runner.py,491,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","contract: dict[str, Any] = {""binding_errors"": [], ""scientific_result_accepted"": False}"
tests/test_pilot_pipeline.py,16,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import (
tests/test_pilot_pipeline.py,139,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","monkeypatch.setattr(""mlops_traceability.pilot.audit_collection"", lambda *_: {""verified"": True})"
tests/test_pr_mapping.py,42,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert ""human review pending"" in found[""reviewer""]"
tests/test_screen_sample_script.py,513,pendente,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",# enquanto o candidato pendente continuar sem observação válida.
tests/test_study_contracts.py,19,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from mlops_traceability.pilot import write_csv, write_json"
tests/test_study_contracts.py,363,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert not check()[""scientific_result_accepted""]"
tests/test_study_contracts.py,383,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","academic[""status""] = ""pending"""
tests/test_study_pipeline.py,12,pilot_pipeline,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from test_pilot_pipeline import project as project
tests/test_study_pipeline.py,13,pilot_pipeline,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from test_pilot_pipeline import synthetic
tests/test_study_pipeline.py,18,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from mlops_traceability.pilot import run_stage, source_artifact, write_csv, write_json"
tests/test_study_pipeline.py,41,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","monkeypatch.setattr(""mlops_traceability.pilot.audit_collection"", lambda *_: {""verified"": True})"
tests/test_study_pipeline.py,201,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""review_mode"": ""draft_pending_confirmation"","
tests/test_study_pipeline.py,257,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","not final[""scientific_result_accepted""]"
tests/test_study_pipeline.py,260,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert ""academic_alignment_pending"" in final[""blocking_reasons""]"
tests/test_study_pipeline.py,363,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","(output / ""study_acceptance.json"").write_text('{""scientific_result_accepted"": false}')"
tests/test_study_pipeline.py,377,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert manifest[""scientific_result_accepted""] is False"
tests/test_study_pipeline.py,378,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert manifest[""pending_criteria""] == [""G14"", ""G15""]"
tests/verification/test_contracts.py,10,pilot_pipeline,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from test_pilot_pipeline import change
tests/verification/test_contracts.py,55,Pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","allowed_conclusion=""Pending verification"","
tests/verification/test_contracts.py,150,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",def test_initial_catalog_and_criterion_matrix_remain_pending() -> None:
tests/verification/test_contracts.py,162,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert matrix[""scientific_result_accepted""] is False"
tests/verification/test_finalization.py,74,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
tests/verification/test_finalization.py,85,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","data[""scientific_result_accepted""] = True"
tests/verification/test_finalization.py,202,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert result[""candidate_eligible""] and result[""scientific_result_accepted""] is False"
tests/verification/test_oracles.py,13,pilot_metrics,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from test_pilot_metrics import calculate
tests/verification/test_provenance.py,20,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""review_mode"": ""draft_pending_confirmation"","
tests/verification/test_release.py,39,pending,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","review_mode=""draft_pending_confirmation"","
tests/verification/test_release.py,190,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert result[""scientific_result_accepted""] is False"
tests/verification/test_release.py,371,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert result[""scientific_result_accepted""] is (mutation == ""none"")"
tests/verification/test_reviews.py,13,pilot_pipeline,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from test_pilot_pipeline import project as project
tests/verification/test_reviews.py,19,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from mlops_traceability.pilot import write_csv, write_json"
tests/verification/test_reviews.py,172,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert not receipt[""scientific_result_accepted""] and receipt[""scope""] == ""synthetic"""
tests/verification/test_runner.py,16,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from mlops_traceability.pilot import write_csv, write_json"
tests/verification/test_runner.py,78,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert receipt[""scope""] == ""synthetic"" and not receipt[""scientific_result_accepted""]"
tests/verification/test_runner.py,97,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","assert not bad_pr[""scientific_result_accepted""]"
tests/verification/test_selection_oracle.py,13,pilot,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.",from mlops_traceability.pilot import write_json
tests/verification/test_source_oracles.py,13,pilot_pipeline,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","from test_pilot_pipeline import change, synthetic"
tools/confirmar_revisao.py,102,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","return 0 if final[""scientific_result_accepted""] else 1"
tools/exportar_documentacao.py,49,scientific_result_accepted,histórico legítimo,"Preservado; identificador, contrato, estado condicional ou fixture, sem declaração de estado corrente.","""scientific_result_accepted"": False,"
